id,created_at,name,address,latitude,longitude,accept_holidays,average_cost,average_rating,has_wifi,chairs,city_id,neighborhood_id,kind_id,cuisine_id,category_id,moment_id,offer_id
3197,2016-10-12 22:51:11,Dhaigo Restaurante,"Rua Francisca Júlia, 107",-23.494676,-46.626918,0,70,4,0,6,10,77,1,36,3,2,6277
3198,2016-10-13 13:53:48,La na Rosa Restaurante,"Alameda Campinas , 1061",-23.5697002,-46.6567993,0,30,5,0,1,10,17,2,19,1,2,6256
3199,2016-10-13 14:21:25,Creperie e Wine Moments,"Rua Batataes, 197",-23.5718002,-46.6559982,0,30,5,0,1,10,27,2,19,1,2,6259
3200,2016-10-13 15:01:51,Panela do Guri Chuleteria,"Rua Bandeira Paulista, 189",-23.5811996,-46.6767006,0,20,5,0,1,10,133,2,33,6,2,6262
3201,2016-10-13 15:45:34,Ryo Gastronomia,"Rua Pedroso Alvarenga, 665",-23.5814991,-46.6767998,0,250,5,0,1,10,133,2,36,6,2,6270
3202,2016-10-13 18:21:56,Lox Deli,"Rua Batataes, 403",-23.5704498,-46.6574173,0,45,5,0,1,10,27,2,3,1,2,6274
3203,2016-10-14 14:12:16,Da Lorena Restaurante,"Alameda Lorena, 628",-23.5695,-46.6595993,0,27,5,0,1,10,27,2,4,6,2,6278
3204,2016-10-14 17:27:37,212 Burger,"Alameda Campinas , 1021",-23.5695,-46.6565018,0,40,5,0,1,10,27,2,21,6,2,6282
3206,2016-10-14 17:52:26,Azzou Restaurante,"Alameda Campinas, 1213",-23.5708008,-46.6576004,0,30,5,0,1,10,27,2,19,8,3,6285
3207,2016-10-14 18:08:59,Soul Gastronomia,"Alameda Campinas, 1297",-23.5713005,-46.6582985,0,35,5,0,1,10,17,2,19,6,2,6288
3208,2016-10-14 18:46:00,Gran Tom,"Rua Arizona , 1517",-23.6100006,-46.6958008,0,150,5,0,8,10,288,1,19,8,3,6291
3211,2016-10-17 15:42:28,Augusta Café - Mercure Jardins,"Alameda Itu, 1152",-23.5606995,-46.6632996,0,65,4,0,1,10,85,2,19,8,3,6297
3212,2016-10-17 16:52:07,Di Piettro Ristorante,"Rua João Cachoeira, 477",-23.5842991,-46.6777992,0,20,5,0,1,10,133,2,19,6,2,6300
3214,2016-10-18 12:33:58,Cascais Restaurante,"Rua Minas Gerais, 480",-23.5559998,-46.665699,0,25,5,0,1,10,115,2,19,1,2,6335
3215,2016-10-18 13:07:44,Família Franco Forneria,"Rua Arnaldo Zumstein, 30",-23.1679993,-47.0536003,1,35,5,0,1,37,444,2,19,6,2,6345
3216,2016-10-18 13:32:31,2nd House Bar,"Rua Batataes, 132",-23.5720997,-46.6553993,0,20,5,0,1,10,17,2,21,1,2,6338
3217,2016-10-18 14:29:09,Orange Restaurante,"Rua Batataes, 388",-23.5704002,-46.6571007,0,30,5,0,1,10,17,2,17,8,3,6341
3218,2016-10-18 17:03:53,JJ Gourmet,"Av. Angélica, 2637",-23.5547009,-46.6632004,0,28,5,0,1,10,115,2,36,8,3,6346
3219,2016-10-19 13:22:17,Ó De Casa Restaurante,"Rua Capitão Ponto Ferreira , 188",-23.5725002,-46.6557999,0,26,5,0,1,10,27,2,4,8,3,6374
3220,2016-10-19 13:52:55,Restaurante Sabor Caseiro,"Rua Tabapuã , 947",-23.5842991,-46.6795998,0,20,5,0,1,10,133,2,19,1,2,6377
3221,2016-10-19 16:37:03,Waff,"Rua Augusta , 1291",-23.5555534,-46.6569138,0,25,5,0,1,10,85,2,19,1,2,6380
3222,2016-10-19 16:49:54,Cozinha com Z,"R. Aspicuelta, 202",-23.5562992,-46.6876984,0,40,5,0,1,10,181,2,4,1,2,6383
3226,2016-10-20 11:55:22,Finas Ervas - Hotel Mercure,Rua São Carlos do Pinhal,-23.566,-46.6491013,0,50,3,0,4,10,204,2,19,8,3,6387
3227,2016-10-20 13:58:00,Laundry Deluxe,"Rua da Consolação, 2937",-23.5587997,-46.6660004,0,25,5,0,1,10,95,2,4,6,2,6390
3228,2016-10-20 14:21:17,Vovô Ali - Culinária Libanesa,"Alameda Santos, 2528",-23.5568008,-46.6636009,0,22,5,0,1,10,85,2,3,4,3,6393
3229,2016-10-20 17:13:45,Pelourinho da Vila Madalena,"Rua harmonia, 472",-23.0,-46.0,0,22,5,0,1,10,181,2,19,8,3,6396
3230,2016-10-20 17:30:23,Chicano Taqueria,"Rua Augusta , 976",-23.5531998,-46.6551018,0,30,5,0,1,10,85,2,18,4,3,6399
3232,2016-10-21 12:45:04,Terraço 775,"R. Domingos de Morais, 775",-23.5834007,-46.6376991,0,20,5,0,1,10,238,2,19,1,2,6403
3233,2016-10-21 13:35:17,Recanto dos Sabores,"Alameda Fernão Cardim, 49",-23.5699005,-46.6520004,0,22,5,0,1,10,27,2,4,6,2,6405
3234,2016-10-21 15:03:31,Coxinharia Prime Taste,"R. Dr. Rafael de Barros, 272",-23.5725994,-46.6470985,0,20,5,0,1,10,189,2,19,4,3,6408
3235,2016-10-21 16:52:40,KoMe - Culinária Japonesa,"Rua São Miguel, 24",-23.5548992,-46.6548996,0,48,5,0,1,10,204,2,36,3,2,6414
3238,2016-10-24 13:32:14,Angélica - Restaurante e Confeitaria,"Avenida Angélica, 2299",-23.5524006,-46.6609001,0,20,5,0,1,10,115,2,4,7,1,6421
3239,2016-10-24 15:08:00,Sabor do Meio Dia,"Rua Maceió, 80 (SOBRELOJA)",-23.5527992,-46.6605988,0,18,5,0,1,10,85,2,19,8,3,6425
3240,2016-10-24 16:53:36,Il Piatto - Itaim Bibi,"Rua Tabapuã, 492",-23.5827999,-46.6753998,1,70,4,0,4,10,133,2,35,1,2,6434
3241,2016-10-25 12:35:50,Café Vitrine,"Rua Augusta, 2530 (loja 15)",-23.5632,-46.6659012,0,35,5,0,1,10,95,2,19,6,2,6435
3242,2016-10-25 13:17:32,Augusta Gourmet,"Rua Augusta (loja 3), 2676",-23.5639992,-46.6669998,0,25,5,0,1,10,95,2,19,8,3,6439
3243,2016-10-25 13:41:11,Simpatia Café,"Rua Augusta (loja 108), 2690",-23.5643997,-46.6669998,0,25,5,0,1,10,95,2,4,4,3,6441
3245,2016-10-25 17:11:25,Casa Jaya Nectare,"Rua Capote Valente, 305",-23.5588932,-46.6748848,0,35,5,0,1,10,244,2,45,1,2,6444
3246,2016-10-26 13:25:20,Food Art Center,"Rua Augusta , 2935",-23.5660992,-46.6683006,0,25,5,0,1,10,95,2,19,8,3,6448
3247,2016-10-26 13:58:52,Dalmo Bárbaro,"Rua Gironda, 188",-23.5795059,-46.6703568,0,110,4,0,10,10,27,1,29,1,2,6455
3249,2016-10-26 18:07:31,Blu 558,"R. Padre João Manuel, 558",-23.5625992,-46.6632004,0,30,5,0,1,10,95,2,9,8,3,6456
3250,2016-10-26 18:51:08,Original Red Nose Burger & Hot Dog,"Rua Coronel Xavier Toledo, 23 (Loja 402)",-23.5466995,-46.6386986,0,20,5,0,1,10,7,2,21,1,2,6459
3260,2016-10-27 12:01:23,Acarajé Baiano por Eduardo Borges,"Rua Frei Caneca, 713",-23.5541992,-46.6539993,0,20,5,0,1,10,85,2,4,4,3,6464
3261,2016-10-27 15:22:16,Café Samambaia,"Rua Augusta , 2664",-23.5641003,-46.6666985,0,20,5,0,1,10,85,2,19,4,3,6467
3262,2016-10-27 17:23:38,Manuh Gourmet,"Rua Augusta, 2880",-23.5655003,-46.6680984,0,30,5,0,1,10,95,2,19,8,3,6470
3263,2016-10-27 18:03:20,Mexicaníssimo - Vila Olímpia,"Rua Ribeirão Claro, 192",-23.5984058,-46.6780586,0,60,4,0,6,10,246,1,18,1,2,6474
3264,2016-10-27 18:13:31,Mexicaníssimo - Brooklin,"Avenida Nova Independência, 526",-23.6034927,-46.6908073,0,60,4,0,6,10,129,1,18,1,2,6475
3265,2016-10-27 18:31:38,Felix Bistrot,Rua José Félix de Oliveira,-23.5864258,-46.8391876,0,90,4,0,10,10,41,1,25,1,2,6473
3266,2016-10-27 21:50:06,DoRo Gastronomia,"Rua Turiassu, 483",-23.5336018,-46.6677818,0,60,4,0,4,10,63,2,30,1,2,6511
3268,2016-10-28 12:42:26,Apicius Restaurante,"Rua Pamplona , 1776",-23.5708008,-46.6607018,0,32,5,0,1,10,27,2,19,8,3,6502
3269,2016-10-28 14:19:44,Hall Café & Bistrô,"Alameda Lorena, 800",-23.5681133,-46.6604614,0,19,5,0,1,10,172,2,4,8,3,6505
3270,2016-10-28 15:00:12,Hi Protein,"Alameda Lorena, 1004",-23.5669994,-46.6619987,0,30,5,0,1,10,172,2,17,6,2,6508
3274,2016-10-29 23:17:54,Madison Square,"Rua Amauri, 328",-23.5813808,-46.683548,1,140,5,0,1,10,168,2,9,6,2,6542
3275,2016-10-30 00:57:47,Cantina Metropole,"Rua Basílio da Gama, 115",-23.5454788,-46.6425705,0,55,5,0,10,10,7,1,35,1,2,9067
3276,2016-10-30 20:21:40,Saladero,"Avenida Evandro Lins e Silva, 600",-23.0042,-43.3275986,1,70,5,0,20,16,113,1,38,1,2,6516
3277,2016-10-31 15:01:02,A Esperança Vino e Cucina - EXCLUIR,"Rua Pedroso Alvarenga, 716",-23.5813999,-46.6775017,0,50,5,0,1,10,133,2,9,6,2,6517
3278,2016-10-31 19:14:30,Restaurante Carne de Sol Opala 2,"Rua Pamplona, 1764",-23.5713997,-46.6613007,0,25,5,0,1,10,27,2,4,8,3,6527
3279,2016-10-31 19:20:06,Restaurante Opala,"R. Treze de Maio, 288",-23.5555992,-46.6467934,0,25,5,0,1,10,204,2,4,6,2,6530
3280,2016-11-01 14:13:01,Cachoeira Tropical,"Rua João Cachoeira, 275",-23.5825194,-46.6783229,0,20,5,0,1,10,133,2,45,8,3,6539
3281,2016-11-01 17:04:12,Jorge Restaurante- Itaim - EXCLUIR,"Rua Pedroso Alvarenga, 610",-23.0,-46.0,0,20,5,0,1,10,133,2,27,6,2,6546
3283,2016-11-03 11:34:12,Seven Nine Pizza,"Rua Itapeti, 685",-23.5504932,-46.5647774,0,40,5,0,10,10,96,1,15,1,2,6570
3284,2016-11-03 14:34:22,Box St - Burger & Bar,"R. Joaquim Távora, 991",-23.5867329,-46.6418953,0,40,5,0,1,10,238,2,21,1,2,6571
3285,2016-11-03 15:00:13,Senhor Dwiche,"R. Joaquim Távora, 1095",-23.5869999,-46.6428986,0,40,5,0,1,10,238,2,21,4,3,6574
3286,2016-11-03 16:53:50,Urban Art - Cozinha Criativa,"Rua Pirapora, 50",-23.5807991,-46.6506004,0,30,5,0,1,10,238,2,4,6,2,6581
3287,2016-11-03 17:38:43,Original da Granja Galeteria,"Rua Pirapora, 222",-23.5816994,-46.6520996,0,45,5,0,1,10,238,2,33,6,2,6584
3288,2016-11-03 19:11:08,TATÁ Sushi & Noodles Bar,"Rua João Cachoeira, 278",-23.5826759,-46.6787758,1,90,4,0,4,10,133,2,36,1,2,6591
3289,2016-11-04 12:16:12,Bar & Restaurante - Nova Canaã,"Rua Caravelas, 375",-23.5832005,-46.6501007,0,25,5,0,1,10,238,2,4,6,2,6588
3291,2016-11-04 13:26:10,"Luz, Câmera, Burger!","R. Caravelas, 339",-23.5830994,-46.649601,0,36,5,0,1,10,238,2,21,1,2,6592
3292,2016-11-04 13:59:21,Restaurante Camaleão,"Rua Urussuí, 78",-23.5841999,-46.6771011,0,20,5,0,1,10,133,2,19,8,3,6597
3293,2016-11-04 16:10:14,Café na Pauta,"Av.9 DE Julho, 5485",-23.5799999,-46.6773987,0,25,5,0,1,10,133,2,19,7,1,6600
3294,2016-11-04 16:35:16,ZIO,"Rua Humberto I, 521",-23.5851994,-46.6413994,0,38,5,0,1,10,238,2,35,1,2,6603
3296,2016-11-07 11:56:32,Munchen Campo Belo,"Rua Pascal, 768",-23.6194115,-46.6734657,0,40,5,0,10,10,152,1,2,1,2,6606
3297,2016-11-07 13:32:37,La Gula,"Rua Pará , 212",-23.5487003,-46.6598015,0,23,5,0,1,10,115,2,4,8,3,6607
3298,2016-11-07 16:44:11,Batian Japanese Food - Paulista,"Rua Haddock Lobo, 1012D",-23.5606003,-46.6646004,0,80,3,0,1,10,95,2,36,3,2,6610
3299,2016-11-07 17:42:15,Lá da Roça,"Rua Pará, 196",-23.5488091,-46.6596146,0,28,5,0,1,10,115,2,4,1,2,6613
3300,2016-11-07 17:53:25,Pobre Juan - Shopping Morumbi,"Avenida Petroni Júnior, 1089 , S/N",-23.6232758,-46.6987267,0,130,4,0,6,10,250,1,19,1,2,6616
3301,2016-11-08 13:18:25,Lugar 166,Rua Helena,-23.5935955,-46.6876831,0,50,5,0,1,10,246,2,19,8,3,6618
3302,2016-11-08 14:00:37,Saint Germain Restaurante,"R. Manuel Guedes, 110",-23.5813007,-46.6799011,0,28,5,0,1,10,133,2,19,6,2,6621
3303,2016-11-08 14:19:24,Saint Germain Panificadora,"Rua Manuel Guedes, 110",-23.5813007,-46.6799011,0,25,5,0,1,10,133,2,19,6,2,6624
3304,2016-11-08 16:42:55,Divino Rei,"Rua José Antônio Coelho, 816",-23.5811005,-46.6484985,0,17,5,0,1,10,238,2,19,8,3,6628
3305,2016-11-08 17:27:44,Restaurante Brexó,"Rua Tabapuã, 1470",-23.5855637,-46.6848068,0,40,5,0,10,10,133,1,19,1,2,6636
3306,2016-11-08 18:12:14,Rango da Vila,"Rua Rio Grande, 226",-23.5866833,-46.6434593,0,30,5,0,1,10,238,2,19,8,3,6634
3307,2016-11-08 18:41:27,Don Pancho,"Rua Joaquim Távora, 1315",-23.5876999,-46.6449966,0,50,5,0,4,10,238,2,18,6,2,6639
3308,2016-11-09 14:11:05,Pronto's Bar,"Rua Pedroso Alvarenga, 1319",-23.5831451,-46.6829948,0,20,5,0,1,10,133,2,19,6,2,6640
3309,2016-11-09 20:57:10,Daya & Ture,"R. Dr. Mario Ferraz, 503",-23.5846446,-46.6852291,0,55,5,0,6,10,133,1,63,8,3,6648
3310,2016-11-10 12:35:02,SanGiorgio Pizzaria e Cantina Italiana,"Avenida Guilherme Giorgi, 649",-23.5518818,-46.544075,1,50,5,0,8,10,8,1,35,1,2,6658
3311,2016-11-10 13:39:27,Allegro Restaurante,"Rua Doutor Neto de Araujo, 263",-23.5872002,-46.6320992,0,15,5,0,1,10,238,2,4,8,3,6651
3312,2016-11-10 16:07:55,Almadá,"Praça Dom Gastão Liberal Pinto, 105",-23.5839996,-46.6705017,0,20,5,0,1,10,133,2,19,8,3,6655
3314,2016-11-10 16:58:25,Restaurante Mariah,"Rua Vergueiro , 3186",-23.5883999,-46.6325989,0,20,5,0,1,10,238,2,19,8,3,6659
3316,2016-11-10 19:11:11,Fortaleza Mineira,Rua Vergueiro,-23.5927105,-46.6209526,0,25,5,0,1,10,238,2,4,8,3,6662
3319,2016-11-11 00:23:03,Kanto Madeira,"Alameda Madeira, 444",-23.4956284,-46.8535995,0,30,3,0,10,10,210,1,28,1,2,6688
3320,2016-11-11 13:00:52,Sanok Sushi,"Rua Bandeira Paulista, 305",-23.5820999,-46.6763992,0,120,4,0,4,10,133,2,36,1,2,6666
3321,2016-11-11 16:24:27,Figone,"Rua Sena Madureira, 189",-23.5933819,-46.6378441,0,50,4,0,4,10,238,2,21,1,2,6670
3322,2016-11-11 17:11:45,San Fran Restaurante,"R. Diogo Moreira, 169",-23.5701714,-46.6930008,0,60,4,0,2,10,244,2,11,6,2,6673
3323,2016-11-11 18:00:49,Bar Língua,"Rua Humberto I, 1007",-23.5884991,-46.6399002,0,20,5,0,1,10,238,2,19,10,1,6676
3324,2016-11-11 18:09:10,Boali - Vila Mariana,"Rua Humberto I, 1007",-23.5885792,-46.6397209,0,30,5,0,1,10,238,2,17,5,3,6679
3327,2016-11-16 15:19:33,Casarão da Villa,"Rua Pedroso Alvarenga, 553",-23.5813007,-46.6758995,0,25,5,0,1,10,133,2,19,8,3,6690
3328,2016-11-16 16:23:11,Restaurante Vivacci,"Rua Itacema, 399",-23.5799007,-46.6747017,0,25,5,0,1,10,133,2,19,8,3,6693
3329,2016-11-17 13:02:30,Pibo's Crepes,"Rua Dr. Renato Paes de Barros, 484",-23.5828991,-46.6739998,0,20,5,0,1,10,133,2,19,4,3,6701
3330,2016-11-17 13:49:22,Rock & Foods,"Rua Dr. Renato Paes de Barros, 484",-23.5828991,-46.674099,0,45,5,0,1,10,133,2,19,1,2,6704
3331,2016-11-17 14:35:03,Sanduberia do Alemão,"Rua Dr. Renato Paes de Barros, 484",-23.5828991,-46.674099,0,25,5,0,1,10,133,2,19,6,2,6707
3334,2016-11-17 18:10:06,Almoço no Hostel,"Rua Haddock Lobo, 167",-23.5552998,-46.658699,0,35,5,0,1,10,95,2,9,1,2,6715
3335,2016-11-17 18:22:09,Mr. POKE,"Rua Humberto I, 1007",-23.5884991,-46.6399002,0,38,5,0,1,10,238,2,50,4,3,6721
3337,2016-11-18 12:21:28,Amara Restaurante,"Rua Itapeva, 217",-23.5587006,-46.6515007,0,22,5,0,1,10,204,2,19,8,3,6726
3340,2016-11-18 12:54:14,Títus Bar,"Rua Rocha, 370",-23.5596008,-46.6495018,0,25,5,0,1,10,204,2,19,6,2,6729
3341,2016-11-18 13:13:51,QCeviche - Barra Funda,"Avenida Marquês de São Vicente, 1619",-23.5198288,-46.6767044,0,70,4,0,20,10,451,1,1,1,2,6775
3343,2016-11-21 15:24:16,Q-Burger - Santa Cecília,"Rua Baronesa de Itu, 375",-23.5397148,-46.6566353,0,50,5,0,6,10,196,1,21,1,2,6735
3344,2016-11-21 17:39:43,Ibis Kitchen - Paulista,"Av. Paulista, 2355",-23.5571995,-46.6621017,0,44,5,0,1,10,204,2,19,1,2,6739
3347,2016-11-22 13:14:36,Bar e Restaurante Violeta - Itaim,"Rua Iguatemi, 269",-23.5841999,-46.6825981,0,20,5,0,1,10,133,2,19,8,3,6752
3348,2016-11-22 13:17:37,Japatchê - Consolação,"R. Bela Cintra, 1372",-23.5582008,-46.6637993,0,21,5,0,1,10,85,2,19,8,3,6755
3350,2016-11-22 16:54:25,Trio Paulista - Itaim,"R. Joaquim Floriano, 199",-23.5841007,-46.6719017,0,20,5,0,1,10,133,2,19,6,2,6769
3351,2016-11-22 22:00:14,PARM,"Rua Doutor Jesuíno Maciel, 419",-23.6163006,-46.6753998,1,50,4,0,2,10,152,2,35,1,2,6781
3353,2016-11-23 17:36:01,Burger +,"Avenida Paulista, 854",-23.5666008,-46.6506996,0,25,5,0,1,10,204,2,21,4,3,6784
3355,2016-11-24 12:41:28,Lá no Escondidinho,"Rua Guaraiuva, 687",-23.6096001,-46.6879997,0,38,5,0,2,10,129,2,4,6,2,6794
3356,2016-11-24 13:32:22,Amarillo Hamburgueria e Churreria,"Rua Andiroba , 45",-23.6077003,-46.6920013,0,30,5,0,1,10,129,2,21,1,2,6797
3357,2016-11-25 11:52:17,Anconah,"Rua Guaraiuva, 542",-23.6107998,-46.6887016,0,25,5,0,1,10,83,2,9,8,3,6801
3358,2016-11-25 12:25:28,Doce & Déia - Cafeteria E Bistrô,"Av. Padre Antônio José dos Santos, 1466",-23.6070118,-46.6906471,0,20,5,0,1,10,129,2,4,7,1,6803
3359,2016-11-25 13:12:00,Espaço & Restaurante Jardim Aurélia,"Rua Tabapuã (Travessa Valllauri), 838",-23.5834999,-46.6789017,0,25,5,0,1,10,133,2,19,8,3,6806
3360,2016-11-25 13:55:06,Ruggero Café,"Rua Iguatemi , 132",-23.5852222,-46.6817513,0,30,5,0,1,10,133,2,31,7,1,6809
3361,2016-11-25 14:46:20,Petit Churras,"Rua Arandu, 632",-23.6068993,-46.6906013,0,25,5,0,1,10,129,2,33,10,1,6813
3363,2016-11-25 15:38:56,Mestiço Restaurante e Bar Ltda - EXCLUIR,"R. Domingos de Morais, 907",1.0,1.0,0,1,5,0,1,10,257,2,2,6,2,6816
3366,2016-11-26 18:24:24,BBQ LOCOMBIA,"Rua Madalena, 297",-23.5531998,-46.6874008,1,30,5,0,25,10,181,1,33,1,2,6849
3367,2016-11-28 13:18:58,Mr. Fit - Berrine,"Rua Quintana, 739",-23.6033001,-46.6912003,0,25,5,0,1,10,129,2,17,4,3,6830
3368,2016-11-28 14:03:08,Parise Gourmet,"Rua Indiana, 929",-23.6082001,-46.6876984,0,30,5,0,1,10,129,2,45,7,1,6833
3369,2016-11-29 12:37:14,Casa Eh Massa!,"R. Rio Grande, 709",-23.5904484,-46.641037,0,20,5,0,1,10,238,2,35,4,3,6836
3370,2016-11-29 16:24:16,Cardamomo Bistrô,"Rua Bagé, 271",-23.5846825,-46.6469116,0,30,5,0,1,10,238,2,4,8,3,6839
3371,2016-11-30 13:49:28,M&M Gourmet,"Av. Prof. Alfonso Bovero, 272",-23.5432739,-46.6812782,0,25,5,0,1,10,345,2,19,8,3,6843
3372,2016-11-30 14:27:05,Burger SP,"R. Joaquim Távora, 1256",-23.5873203,-46.6445541,0,40,5,0,1,10,238,2,21,4,3,6846
3373,2016-12-01 17:50:14,Toki Sushi,"Avenida Benedito Isaac Pires, 1401",-23.6117001,-46.9045982,0,70,4,0,4,10,41,2,36,3,2,6851
3374,2016-12-02 12:49:23,Becol Lanches,"Av. Prof. Alfonso Bovero, 517",-23.5411358,-46.6822853,0,20,5,0,1,10,63,2,4,6,2,6853
3375,2016-12-02 13:13:49,Restaurante Pontal Verde,"Av. Professor Afonso Bovero, 530",-23.5410995,-46.6823006,0,20,5,0,1,10,63,2,4,6,2,6856
3376,2016-12-02 13:56:47,Restaurante Sabiá,"Av. Prof. Alfonso Bovero, 623",-23.5403862,-46.6827393,0,20,5,0,1,10,63,2,19,8,3,6859
3377,2016-12-02 14:36:54,Mar à Vista,"Rua Piracoama , 439",-23.5384464,-46.6833344,0,20,5,0,1,10,63,2,29,1,2,6862
3378,2016-12-02 16:47:22,Shawarma Aladdin,"Av. Prof. Alfonso Bovero, 453",-23.5416946,-46.6821747,0,20,5,0,1,10,63,2,3,4,3,6865
3379,2016-12-02 17:16:48,Hangus Sport Bar,"Av. Prof. Alfonso Bovero, 534",-23.5410156,-46.6821823,0,20,5,0,1,10,63,2,19,1,2,6868
3380,2016-12-02 21:02:01,Nayoro Japanese Art Cuisine,"R. Carlos Weber, 92",-23.5224056,-46.7340431,1,120,4,0,4,10,193,2,36,6,2,6872
3381,2016-12-04 21:18:55,Papila,"Rua Fradique Coutinho, 1332",-23.5559006,-46.6913986,0,50,5,0,12,10,244,1,15,1,2,6879
3382,2016-12-05 15:49:51,Disk Burguer - Perdizes,"Av. Prof. Alfonso Bovero, 769",-23.5392914,-46.6836243,0,20,5,0,1,10,63,2,21,1,2,6880
3383,2016-12-05 17:31:52,SALMON & CO Restaurante,"Alameda Jaú, 1199",-23.5622349,-46.6595383,0,60,4,0,10,10,27,1,19,6,2,6884
3387,2016-12-06 14:06:37,Restaurante Nova Jeri,"R. Barão de Tefé, 158",-23.5274029,-46.6760254,0,20,5,0,1,10,63,2,4,6,2,6885
3388,2016-12-06 14:24:17,Nativos do Sul Restaurante,"Rua Teixeira e Sousa, 114",-23.5267487,-46.6757317,0,20,5,0,1,10,63,2,19,8,3,6888
3389,2016-12-06 15:28:51,Silvano Gourmet Restaurante & Eventos,"R. Padre Antônio Tomás, 308 (dentro do clube do Palmeiras)",-23.5286007,-46.6767006,0,30,5,0,1,10,63,2,19,6,2,6891
3390,2016-12-06 17:30:13,Embaixador do Sabor Restaurante,"Rua Embaixador Leão Veloso, 90",-23.5272999,-46.675499,0,20,5,0,1,10,63,2,19,8,3,6894
3392,2016-12-07 13:09:54,Restaurante Kilo,"Rua Cayowaa, 2284",-23.5467491,-46.6895752,0,20,5,0,1,10,345,2,4,8,3,6903
3393,2016-12-07 17:23:53,RL BURGER,"Av. Eng. Caetano Álvares, 3999",-23.4881001,-46.6495018,0,40,4,0,10,10,77,1,21,1,2,6909
3395,2016-12-08 13:37:05,AS de Ouro,"R. Emb. Leão Veloso, 32",-23.5271168,-46.6749115,0,20,5,0,1,10,274,2,4,10,1,6910
3396,2016-12-08 16:15:49,Cheirinho de Café,"R. Barão de Tefé, 39 (Loja 09)",-23.5263996,-46.6766014,0,20,5,0,1,10,274,2,31,1,2,6913
3397,2016-12-08 16:51:01,Japatche - Perdizes,"R. Barão de Tefé, 95",-23.5268307,-46.6763916,0,20,5,0,1,10,274,2,19,8,3,6916
3399,2016-12-09 13:29:25,Hã? Burger - Itaim Bibi,"Rua Clodomiro Amazonas, 291",-23.5868855,-46.6792488,0,35,5,0,1,10,133,2,21,1,2,6922
3400,2016-12-09 14:29:03,Snooker Bar e Restaurante Big House,"Rua Diana , 26",-23.5291004,-46.6790009,0,20,5,0,1,10,63,2,19,6,2,6925
3401,2016-12-09 15:18:05,San Lorenzo Rotisseria,"R. Padre Chico, 115",-23.530899,-46.6809998,0,20,5,0,1,10,63,2,35,6,2,6928
3402,2016-12-09 16:01:29,Siri Gastrobar,"Av. Antártica, 457",-23.5284004,-46.6749992,0,40,5,0,1,10,63,2,19,6,2,6931
3403,2016-12-09 16:19:39,Miss Saigon - Bom Retiro,"Rua Três Rios, 430",-23.5286999,-46.6381989,0,30,5,0,4,10,114,2,54,6,2,6934
3404,2016-12-09 16:30:25,Miss Saigon - Moema,"Alameda dos Jurupis, 1374",-23.6097145,-46.6650734,0,30,4,0,4,10,276,2,54,1,2,6936
3405,2016-12-09 16:45:45,Arubaro Sushi,"Av. Dr. Lino de Moraes Leme, 1159",-23.6418991,-46.6660004,0,70,4,0,10,10,455,1,36,3,2,6935
3407,2016-12-12 12:05:26,Toque de Café,"Av. Brigadeiro Luís Antônio, 2504",-23.5690231,-46.6506691,0,27,5,0,2,10,27,2,27,7,1,6937
3408,2016-12-12 15:26:23,Villa Gourmet,"Avenida Antártica, 380 - Bloco C, Piso 2",-23.5269108,-46.6746521,0,30,5,0,1,10,274,2,19,8,3,6940
3409,2016-12-12 16:30:56,Mussy & Mussy,"Rua Barão de Tefé, 79",-23.5266991,-46.6764984,0,30,5,0,10,10,274,1,19,8,3,6943
3410,2016-12-12 16:57:11,Mussy Café,"Rua Padre Chico, 221",-23.5303993,-46.6819992,0,30,5,0,10,10,290,1,19,6,2,6947
3411,2016-12-13 13:28:45,Restaurante Tempero Brasil,"Rua Turiassú, 1657",-23.5293083,-46.6783028,0,20,5,0,1,10,63,2,4,6,2,6957
3412,2016-12-13 13:52:14,Pizzaria Perdizes,"Rua Padre Chico, 45",-23.5312996,-46.6797981,0,30,5,0,1,10,63,2,19,1,2,6960
3413,2016-12-13 15:44:27,De Caprio Massas Artesanais,"Rua Cotoxó , 410",-23.5307522,-46.6840744,0,25,5,0,1,10,63,2,35,1,2,6963
3414,2016-12-13 16:16:05,Haven,"Rua Caraíbas , 314",-23.5307236,-46.681366,0,30,5,0,1,10,63,2,21,1,2,6966
3416,2016-12-13 19:34:48,O Burger,"Av. Moaci, 806",-23.613657,-46.6613007,0,40,5,0,10,10,121,1,21,1,2,6975
3417,2016-12-14 12:51:16,Granja Iso,"Av. Prof. Alfonso Bovero, 686",-23.5396881,-46.6828232,0,30,5,0,1,10,63,2,33,10,1,6969
3418,2016-12-14 17:06:03,Q-Burger - Perdizes,"Rua Cardoso de Almeida, 1021 - Loja 3",-23.5396004,-46.6693001,0,60,4,0,6,10,63,1,21,1,2,6972
3420,2016-12-15 11:32:51,Randa Especialidades Árabes - Brooklin,"Av. Dr. Chucri Zaidan, 1240",-23.6170006,-46.6990013,0,60,4,0,12,10,227,1,3,1,2,7052
3421,2016-12-15 12:54:07,Pastelaria Rainha da Matarazzo,"Rua Francisco Matarazzo, 897",-23.5277996,-46.6713982,0,20,5,0,1,10,274,2,56,4,3,6976
3422,2016-12-15 13:31:53,Montago - Top Center Shopping (Av. Paulista),"Avenida Paulista, 854 - Top Center Shopping (segundo piso), 854",-23.5655994,-46.6506996,0,23,5,0,1,10,204,2,17,4,3,6979
